Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
13.704,0.07492,-0.16289,1.1348,42.8009,-1.97388,0.77839
13.708,0.06111,-0.17365,1.1058,42.53906,-2.09473,1.0468
13.712,0.05249,-0.16037,1.08139,42.63977,-1.73218,1.34206
13.716,0.04677,-0.17151,1.06812,43.22388,-1.4502,1.3689
13.72,0.04501,-0.1545,1.06819,43.60657,-1.43005,1.38232
13.724,0.0383,-0.1722,1.07513,44.53308,-1.16821,1.00654
13.728,0.03593,-0.16518,1.08124,45.01648,-0.76538,0.67103
13.732,0.03738,-0.17021,1.092,45.47974,-0.80566,0.63077
13.736,0.03487,-0.17288,1.10214,45.5603,-1.04736,0.28183
13.74,0.03685,-0.16449,1.10214,45.11719,-1.16821,0.09394
13.744,0.04166,-0.15747,1.09711,44.79492,-1.26892,0.01342
13.748,0.03975,-0.15503,1.08833,44.61365,-1.32935,0.01342
13.752,0.04257,-0.14755,1.07155,44.71436,-0.94666,-0.0671
13.756,0.04494,-0.14687,1.05972,44.89563,-1.02722,-0.37578
13.76,0.04982,-0.14336,1.05186,45.54016,-1.04736,-0.30867
13.764,0.0563,-0.14435,1.05385,46.30554,-1.04736,-0.16105
13.768,0.05959,-0.15152,1.06194,47.0105,-0.9668,-0.14763
13.772,0.05844,-0.15938,1.06544,47.37305,-1.22864,-0.08052
13.776,0.04128,-0.1722,1.05461,47.63489,-1.36963,-0.02684
13.78,0.03151,-0.15724,0.98602,46.80908,-0.7251,-0.32209
13.784,0.00465,-0.06744,1.0125,47.65503,-0.22156,-0.10736
13.788,-0.04044,-0.14442,0.93201,47.85645,-0.14099,-0.08052
13.792,0.00221,-0.15427,0.96748,50.39429,1.49048,-0.0671
13.796,0.02869,-0.06432,1.00769,51.15967,1.97388,-0.02684
13.8,0.00107,-0.14915,1.05476,53.73779,0.9668,-0.3892
13.804,0.0135,-0.177,1.08765,54.40247,0.62439,-0.65761
13.808,0.00885,-0.18875,1.08505,53.89893,-0.64453,-1.46284
13.812,0.02914,-0.1754,1.08391,53.87878,-1.0675,-1.65073
13.816,0.03479,-0.1738,1.09741,54.06006,-1.51062,-2.01309
13.82,0.02159,-0.18906,1.06613,53.85864,-1.99402,-2.45597
13.824,0.04898,-0.1506,1.04546,53.53638,-1.43005,-2.59017
13.828,0.06065,-0.15282,1.06064,54.62402,-1.4502,-2.79148
13.832,0.04669,-0.15701,1.05721,55.30884,-1.61133,-2.96595
13.836,0.04333,-0.15656,1.06178,56.21521,-1.28906,-3.04647
13.84,0.04539,-0.16006,1.07582,57.36328,-1.08765,-3.15384
13.844,0.05013,-0.15251,1.10367,57.82654,-1.12793,-3.1941
13.848,0.04219,-0.17944,1.11664,58.10852,-1.28906,-3.23436
13.852,0.0354,-0.18234,1.0804,57.78625,-1.69189,-3.34172
13.856,0.02838,-0.16853,1.02928,57.28271,-1.53076,-3.07331
13.86,0.00343,-0.15427,1.0009,58.02795,-0.56396,-3.43567
13.864,-0.01816,-0.14229,1.01204,59.71985,0.50354,-3.6504
13.868,-0.01076,-0.14725,1.04591,60.9082,1.16821,-3.69066
13.872,0.01373,-0.1474,1.10085,61.17004,0.82581,-4.14696
13.876,0.02769,-0.16525,1.1409,61.1499,0.10071,-4.45563
13.88,0.04845,-0.16121,1.1451,60.12268,-0.64453,-4.67036
13.884,0.07355,-0.14732,1.15517,59.05518,-0.88623,-4.54958
13.888,0.08659,-0.15259,1.15288,57.68555,-1.12793,-4.1738
13.892,0.08209,-0.14198,1.13403,56.23535,-0.98694,-4.05301
13.896,0.07492,-0.13863,1.1158,55.047,-0.44312,-3.3283
13.9,0.06317,-0.1413,1.09741,54.28162,-0.04028,-2.44254
13.904,0.03708,-0.15091,1.07346,53.77808,0,-2.13387
13.908,0.01564,-0.15526,1.05843,53.61694,0.38269,-2.20097
13.912,0.01091,-0.15182,1.07018,53.79822,0.58411,-2.29492
13.916,0.00641,-0.1683,1.11015,53.95935,0.46326,-2.76464
13.92,0.00038,-0.17769,1.12228,52.97241,0.20142,-3.31488
13.924,0.00061,-0.17815,1.1264,51.66321,-0.12085,-4.02617
13.928,0.01472,-0.17563,1.13487,50.37415,-0.38269,-4.33485
13.932,0.02853,-0.17853,1.14319,49.18579,-0.80566,-4.67036
13.936,0.03685,-0.1828,1.1367,47.41333,-1.24878,-4.79115
13.94,0.0473,-0.1725,1.1158,45.90271,-1.26892,-4.57642
13.944,0.06035,-0.16434,1.09985,44.45251,-1.12793,-4.29458
13.948,0.06935,-0.16609,1.08696,43.56628,-0.94666,-3.81144
13.952,0.07233,-0.16327,1.07109,42.4585,-0.88623,-3.61014
13.956,0.07607,-0.15648,1.0598,41.91467,-0.34241,-3.43567
13.96,0.07713,-0.15564,1.06171,41.33057,0,-3.2612
13.964,0.07378,-0.16403,1.07224,40.66589,0.30212,-2.89884
13.968,0.07263,-0.16617,1.08078,40.16235,0.78552,-2.38886
13.972,0.0692,-0.17639,1.09528,39.37683,0.74524,-2.37544
13.976,0.06386,-0.18951,1.10451,38.4906,0.7251,-2.4157
13.98,0.05653,-0.19432,1.10184,37.20154,0.64453,-2.26808
13.984,0.04898,-0.2034,1.09612,35.99304,0.42297,-2.01309
13.988,0.04364,-0.20638,1.09123,34.82483,0.36255,-1.97282
13.992,0.0383,-0.21431,1.08749,34.01917,0.2417,-2.05335
13.996,0.03464,-0.21149,1.08025,32.91138,-0.06042,-2.08019
14,0.03098,-0.21706,1.07841,31.74316,-0.22156,-1.98625
14.4,0.01999,-0.19966,1.08856,30.65552,0.02014,-1.74467
14.8,0.01968,-0.24864,1.08376,29.89014,0.46326,-1.73125
14.12,0.03494,-0.21049,1.05049,27.35229,0.94666,-1.69099
14.16,0.03349,-0.20195,1.03783,26.6272,0.88623,-1.81178
14.2,0.0309,-0.21049,1.03195,25.6604,1.00708,-1.83862
14.24,0.03113,-0.19135,1.01547,24.39148,1.08765,-1.93256
14.28,0.03075,-0.19119,1.01974,24.12964,0.92651,-2.02651
14.32,0.02922,-0.19066,1.02486,23.1427,0.9668,-1.87888
14.36,0.02617,-0.18936,1.02097,21.75293,0.78552,-1.77152
14.4,0.02998,-0.18433,1.01601,20.64514,0.78552,-1.55679
14.44,0.03288,-0.18494,1.0231,20.02075,0.80566,-1.52995
14.48,0.0338,-0.19241,1.0334,19.4165,0.88623,-1.3689
14.52,0.03281,-0.19592,1.03981,18.38928,1.0675,-1.32864
14.56,0.03464,-0.20485,1.04088,17.6239,1.04736,-0.96628
14.6,0.04524,-0.21576,1.02737,16.5564,0.9668,-0.75155
14.64,0.04471,-0.18234,1.00586,15.08606,0.38269,-0.5234
14.68,0.02472,-0.18997,1.02379,15.12634,0.08057,-0.32209
14.72,0.0106,-0.19974,1.05301,14.8645,0.60425,-0.28183
14.76,0.01175,-0.20973,1.04424,13.97827,1.36963,0.20131
14.8,0.01091,-0.19096,1.03188,12.70935,1.53076,0.14763
14.84,-0.00534,-0.20813,1.04149,12.40723,1.59119,0.08052
14.88,-0.01022,-0.20523,1.02104,11.09802,1.7926,-0.13421
14.92,0.00389,-0.19928,0.9935,9.88953,1.47034,-0.33551
14.96,0.01427,-0.18684,0.97992,9.02344,1.02722,-0.26841
14.1,0.01076,-0.18509,0.98328,9.06372,0.62439,-0.25499
14.104,0.01122,-0.18906,0.98007,9.22485,0.76538,-0.05368
14.108,0.0209,-0.17929,0.97488,8.45947,1.16821,0.13421
14.112,0.02602,-0.1783,0.98946,8.49976,1.14807,0.46972
14.116,0.01793,-0.18234,1.01082,8.54004,1.28906,0.55024
14.12,0.01083,-0.18471,1.0276,7.51282,1.69189,0.83208
14.124,0.01717,-0.19035,1.03119,6.16333,1.91345,1.19443
14.128,0.02113,-0.18066,1.0244,4.91455,1.7926,1.19443
14.132,0.0161,-0.18135,1.02066,4.00818,1.34949,1.0468
14.136,0.01816,-0.17937,1.01761,3.36365,1.3092,1.01996
14.14,0.01869,-0.18066,1.01852,2.71912,1.59119,0.96628
14.144,0.01877,-0.1796,1.0247,2.13501,1.69189,1.11391
14.148,0.0164,-0.17899,1.02966,1.57104,1.85303,1.34206
14.152,0.01564,-0.18394,1.03249,0.64453,1.99402,1.34206
14.156,0.0206,-0.18227,1.03119,-0.12085,1.95374,1.20785
14.16,0.0248,-0.18097,1.03149,-0.78552,1.65161,1.0468
14.164,0.02747,-0.17822,1.03615,-1.59119,1.32935,1.20785
14.168,0.0267,-0.18227,1.04057,-2.45728,1.3092,1.42258
14.172,0.02533,-0.18539,1.02608,-3.76648,1.38977,1.34206
14.176,0.02762,-0.17586,1.00243,-4.63257,1.69189,1.26153
14.18,0.03189,-0.1757,0.98778,-5.05554,1.57104,1.22127
14.184,0.03815,-0.1783,0.97748,-5.70007,1.49048,1.38232
14.188,0.04303,-0.177,0.96878,-6.14319,1.38977,1.58363
14.192,0.04929,-0.1799,0.96382,-6.44531,1.43005,1.77152
14.196,0.05379,-0.1815,0.96634,-6.74744,1.40991,1.67757
14.2,0.05295,-0.18547,0.97176,-7.02942,1.38977,1.77152
14.204,0.05096,-0.19211,0.97855,-7.23083,1.14807,1.98625
14.208,0.04662,-0.19592,0.98419,-7.53296,1.10779,1.99967
14.212,0.03952,-0.19844,0.99396,-8.0365,1.12793,2.52307
14.216,0.02975,-0.20729,1.00319,-8.37891,0.62439,2.56333
14.22,0.02434,-0.21362,1.00029,-9.245,0.88623,2.83174
14.224,0.0193,-0.21477,0.99457,-9.52698,1.0675,2.92569
14.228,0.01419,-0.22026,0.98854,-10.13123,1.14807,2.84516
14.232,0.0132,-0.22263,0.98282,-10.63477,0.9668,3.05989
14.236,0.01137,-0.22217,0.97847,-10.95703,0.80566,2.96595
14.24,0.00992,-0.22568,0.97771,-11.38,0.68481,2.75122
14.244,0.00793,-0.22797,0.97641,-11.58142,0.52368,2.72438
14.248,0.0103,-0.23117,0.97366,-12.22595,0.62439,2.63043
14.252,0.01823,-0.2282,0.9655,-12.95105,0.46326,2.54991
14.256,0.0264,-0.22545,0.95535,-13.27332,-0.04028,2.7378
14.26,0.03822,-0.22629,0.94902,-13.65601,-0.38269,2.81832
14.264,0.04433,-0.23636,0.93636,-14.07898,-0.76538,2.59017
14.268,0.05165,-0.21042,0.91309,-14.78394,-0.88623,2.53649
14.272,0.0573,-0.22095,0.92354,-14.46167,-0.94666,2.85858
14.276,0.06004,-0.22324,0.91995,-15.1062,-0.92651,2.88542
14.28,0.05684,-0.21492,0.93185,-14.94507,-0.60425,2.88542
14.284,0.05577,-0.23163,0.95131,-15.02563,-0.22156,3.01963
14.288,0.04982,-0.22446,0.97137,-15.65002,-0.02014,2.52307
14.292,0.047,-0.24887,0.99464,-15.99243,0.16113,2.65727
14.296,0.04799,-0.25192,0.98793,-17.64404,0.10071,2.67069
14.3,0.04501,-0.24773,0.97839,-18.67126,0,2.59017
14.304,0.03906,-0.25787,0.98801,-19.0741,-0.10071,2.44254
14.308,0.03281,-0.27443,0.99861,-19.77905,-0.08057,2.36202
14.312,0.0341,-0.28984,0.98351,-21.08826,0.06042,2.2815
14.316,0.0219,-0.24979,0.95169,-23.3844,0.52368,2.24124
14.32,0.00175,-0.25192,0.98663,-22.901,0.50354,1.94598
14.324,-0.00763,-0.29007,0.98991,-23.52539,0.54382,1.63731
14.328,-0.00618,-0.23094,0.98282,-25.33813,0.82581,1.12733
14.332,-0.00282,-0.27657,1.00594,-24.53247,0.88623,0.65761
14.336,0.00252,-0.26505,0.98648,-26.22437,0.84595,0.17447
14.34,0.00656,-0.26169,0.97595,-27.33215,1.18835,-0.13421
14.344,0.01358,-0.28175,0.95848,-28.25867,1.87317,-0.42946
14.348,0.0148,-0.24933,0.93826,-30.07141,2.15515,-0.80523
14.352,0.01701,-0.27931,0.93681,-29.87,2.43713,-0.9797
14.356,0.02777,-0.26443,0.91721,-30.9375,2.5177,-0.81866
14.36,0.02991,-0.26833,0.92621,-30.89722,2.13501,-0.73813
14.364,0.0322,-0.28214,0.93842,-30.83679,1.81274,-0.61735
14.368,0.02861,-0.27214,0.952,-31.60217,1.85303,-0.77839
14.372,0.02502,-0.28099,0.98244,-32.005,2.37671,-1.16759
14.376,0.02434,-0.3009,0.99907,-32.66968,2.47742,-1.10049
14.38,0.02655,-0.29587,0.9877,-34.60327,2.35657,-1.06023
14.384,0.03601,-0.2951,0.98175,-36.01318,2.17529,-1.08707
14.388,0.04028,-0.30212,0.97412,-36.95984,1.71204,-1.11391
14.392,0.04204,-0.29419,0.9581,-38.2489,1.36963,-1.22127
14.396,0.03914,-0.29305,0.95177,-38.61145,1.08765,-0.99312
14.4,0.02831,-0.28999,0.95779,-38.57117,1.12793,-0.69787
14.404,0.01564,-0.29358,0.96626,-38.89343,1.43005,-0.49656
14.408,0.00313,-0.29541,0.96909,-39.39697,1.7926,-0.24157
14.412,-0.00969,-0.29228,0.96924,-39.96094,2.05444,-0.01342
14.416,-0.01778,-0.29266,0.97305,-41.04858,2.25586,-0.0671
14.42,-0.02098,-0.29594,0.97321,-41.65283,2.21558,-0.5234
14.424,-0.02029,-0.29327,0.97069,-42.74048,1.87317,-0.69787
14.428,-0.01411,-0.29716,0.96886,-43.2843,1.63147,-1.07365
14.432,-0.00656,-0.2919,0.96832,-43.92883,1.32935,-1.06023
14.436,0.00343,-0.29556,0.96977,-44.45251,1.10779,-1.23469
14.44,0.01579,-0.29572,0.96786,-45.47974,1.04736,-0.8455
14.444,0.02129,-0.28946,0.97488,-46.12427,0.90637,-0.65761
14.448,0.028,-0.29549,0.98717,-46.84937,0.90637,-0.28183
14.452,0.03365,-0.29205,0.99556,-47.95715,0.84595,0
14.456,0.04303,-0.28969,1.00609,-49.08508,0.70496,0.33551
14.46,0.04784,-0.2977,1.01456,-50.19287,0.34241,0.48314
14.464,0.04227,-0.28755,0.99968,-51.58264,0.16113,0.65761
14.468,0.04135,-0.27672,0.99388,-52.36816,0.12085,0.87234
14.472,0.03807,-0.28503,0.9996,-53.03284,0.38269,0.95286
14.476,0.03448,-0.28038,0.98396,-53.99963,0.50354,1.08707
14.48,0.03334,-0.27817,0.96466,-54.38232,0.60425,1.16759
14.484,0.02861,-0.28564,0.95497,-54.68445,0.64453,1.00654
14.488,0.02441,-0.28862,0.94437,-54.98657,0.62439,1.01996
14.492,0.01564,-0.29861,0.93834,-54.74487,0.60425,1.26153
14.496,0.00618,-0.30098,0.9317,-54.66431,0.56396,1.3018
14.5,-0.02632,-0.26154,0.98488,-53.67737,1.0675,1.19443
14.504,0.01785,-0.4174,0.96916,-53.51624,1.67175,1.65073
14.508,0.02991,-0.23941,0.86563,-57.16187,1.57104,1.35548
14.512,-0.01343,-0.3508,0.95161,-52.30774,0.60425,1.3018
14.516,0.02121,-0.35431,0.92834,-54.92615,1.10779,1.81178
14.52,0.01274,-0.29167,0.87776,-55.34912,0.92651,1.32864
14.524,0.00175,-0.33073,0.9156,-53.23425,0.76538,2.01309
14.528,0.01617,-0.34485,0.9288,-53.93921,1.47034,2.42912
14.532,0.01831,-0.30594,0.89569,-53.99963,1.43005,1.97282
14.536,0.00954,-0.3212,0.91698,-52.85156,1.32935,1.94598
14.54,0.01068,-0.33844,0.94421,-53.27454,1.4502,2.18755
14.544,0.01099,-0.32944,0.93956,-54.24133,1.77246,2.01309
14.548,0.00374,-0.32516,0.93834,-53.77808,1.67175,1.55679
14.552,0.00603,-0.34111,0.94872,-53.73779,1.87317,1.8252
14.556,0.01228,-0.3389,0.94231,-54.88586,1.7926,1.94598
14.56,0.01335,-0.33447,0.9375,-55.16785,1.3092,1.79836
14.564,0.0145,-0.33592,0.93834,-55.06714,1.12793,1.81178
14.568,0.01854,-0.34851,0.93407,-55.26855,1.16821,1.8923
14.572,0.02411,-0.33981,0.92094,-55.81238,1.47034,1.66415
14.576,0.02792,-0.33958,0.92232,-55.57068,1.57104,1.73125
14.58,0.03014,-0.35942,0.92606,-55.46997,1.32935,1.61047
14.584,0.03174,-0.35774,0.91446,-55.91309,1.38977,1.83862
14.588,0.02731,-0.35667,0.90904,-55.95337,1.08765,2.02651
14.592,0.03403,-0.35378,0.9137,-55.20813,1.24878,2.03993
14.596,0.04219,-0.41023,1.01791,-52.99255,0.74524,2.4157
14.6,-0.04967,-0.44907,0.91988,-56.8396,-0.04028,1.59705
14.604,-0.00099,-0.28358,0.88554,-55.85266,1.63147,1.54337
14.608,-0.04326,-0.4538,1.05515,-52.16675,2.0343,1.3689
14.612,-0.01045,-0.42999,0.89378,-57.44385,3.36365,1.58363
14.616,-0.02754,-0.25055,0.85281,-57.36328,2.94067,0.9126
14.62,-0.03082,-0.45273,0.97336,-52.12646,2.55798,0.68445
14.624,-0.00313,-0.36537,0.924,-57.10144,1.99402,0.09394
14.628,-0.03235,-0.33386,0.87776,-55.26855,0.86609,-0.44288
14.632,-0.01236,-0.3994,0.93735,-53.55652,0.82581,-0.13421
14.636,-0.01183,-0.37689,0.90073,-54.70459,0.86609,-0.40262
14.64,0.00023,-0.36026,0.90355,-53.21411,0.74524,-0.72471
14.644,0.00175,-0.40733,0.93575,-51.86462,0.46326,-0.42946
14.648,0.00343,-0.37758,0.92422,-52.95227,1.12793,-0.75155
14.652,0.00618,-0.38811,0.92751,-52.06604,1.53076,-1.15417
14.656,0.01793,-0.39665,0.93239,-51.09924,1.65161,-1.26153
14.66,0.02502,-0.40977,0.93269,-51.46179,1.34949,-1.23469
14.664,0.02754,-0.40924,0.92308,-51.62292,1.26892,-1.44942
14.668,0.02907,-0.40871,0.94055,-50.99854,0.84595,-1.54337
14.672,0.02602,-0.40855,0.93452,-50.53528,0.70496,-1.70441
14.676,0.02487,-0.39352,0.9346,-50.31372,0.90637,-1.73125
14.68,0.02296,-0.40703,0.93941,-49.32678,1.2085,-1.8252
14.684,0.02762,-0.4023,0.94208,-49.34692,1.49048,-1.74467
14.688,0.0312,-0.40359,0.952,-48.72253,1.61133,-2.03993
14.692,0.03105,-0.40863,0.96413,-48.8031,1.38977,-2.2144
14.696,0.02594,-0.40123,0.96222,-49.2865,0.86609,-2.18755
14.7,0.02052,-0.39185,0.96039,-49.0448,0.78552,-2.13387
14.704,0.01778,-0.3907,0.96931,-48.25928,0.94666,-2.2144
14.708,0.01961,-0.39146,0.97694,-48.33984,0.74524,-1.8923
14.712,0.01999,-0.38879,0.97481,-48.74268,0.62439,-1.90572
14.716,0.01617,-0.38422,0.97031,-48.94409,0.4834,-2.01309
14.72,0.00893,-0.38933,0.95757,-48.98438,0.34241,-2.05335
14.724,0.00465,-0.36903,0.95093,-49.14551,0.82581,-1.7581
14.728,0.00633,-0.37361,0.94887,-48.86353,1.34949,-1.44942
14.732,0.01137,-0.37071,0.94963,-48.48083,1.53076,-1.18101
14.736,0.01251,-0.38879,0.95825,-47.69531,1.22864,-1.03338
14.74,0.00992,-0.39871,0.96138,-47.61475,0.84595,-0.81866
14.744,0.00107,-0.40665,0.95818,-47.45361,0.66467,-0.76497
14.748,-0.00824,-0.41359,0.93941,-46.99036,0.82581,-0.71129
14.752,-0.01427,-0.40855,0.92484,-46.68823,1.59119,-0.4563
14.756,-0.0177,-0.42709,0.9227,-45.78186,2.13501,-0.55024
14.76,-0.02144,-0.42091,0.91408,-45.39917,2.41699,-0.65761
14.764,-0.02083,-0.42572,0.92201,-44.61365,2.63855,-0.80523
14.768,-0.01289,-0.4351,0.93666,-44.13025,2.55798,-0.89918
14.772,-0.01457,-0.44594,0.9288,-44.13025,2.19543,-1.0468
14.776,-0.02357,-0.42465,0.88203,-44.71436,2.35657,-1.57021
14.78,-0.02663,-0.40298,0.86365,-43.86841,2.94067,-1.61047
14.784,-0.02075,-0.41527,0.8857,-42.4585,3.56506,-1.3689
14.788,-0.00259,-0.41985,0.90904,-42.03552,3.58521,-1.00654
14.792,0.01549,-0.42137,0.92712,-41.87439,3.0011,-0.93944
14.796,0.02609,-0.43671,0.91934,-42.17651,2.21558,-0.76497
14.8,0.02335,-0.42084,0.88684,-42.98218,2.01416,-0.79181
14.804,0.01389,-0.41985,0.87196,-42.07581,2.47742,-0.56366
14.808,-0.00053,-0.44121,0.88226,-40.54504,2.81982,-0.08052
14.812,-0.01335,-0.45128,0.87036,-40.32349,3.12195,-0.08052
14.816,0.00092,-0.41595,0.87921,-39.59839,3.14209,0.08052
14.82,-0.01015,-0.46303,0.9008,-38.53088,2.37671,0
14.824,-0.01884,-0.42549,0.8622,-38.83301,2.43713,0.05368
14.828,-0.03235,-0.43221,0.85548,-36.89941,2.71912,0.02684
14.832,-0.0312,-0.43808,0.88745,-35.18738,2.73926,0.02684
14.836,-0.03082,-0.48119,0.93491,-33.59619,2.0343,-0.33551
14.84,-0.02861,-0.4586,0.94582,-33.67676,1.2085,-0.59051
14.844,-0.0338,-0.47981,0.96367,-32.87109,0.44312,-0.80523
14.848,-0.03273,-0.48073,0.97946,-33.15308,0.22156,-0.83208
14.852,-0.02731,-0.47318,0.99014,-33.17322,0.34241,-0.85892
14.856,-0.02045,-0.46425,1.00403,-32.7301,0.34241,-0.81866
14.86,-0.0222,-0.47623,1.01982,-32.60925,0.38269,-0.76497
14.864,-0.02449,-0.46936,1.01997,-33.29407,0.30212,-0.5234
14.868,-0.03517,-0.46906,1.0083,-34.07959,0.32227,-0.71129
14.872,-0.0425,-0.45502,0.99297,-34.22058,1.14807,-0.72471
14.876,-0.04646,-0.46402,0.99472,-33.57605,2.11487,-0.95286
14.88,-0.04257,-0.46989,1.01357,-33.15308,2.57813,-1.28838
14.884,-0.0386,-0.4805,1.04439,-33.9386,2.17529,-1.7581
14.888,-0.03868,-0.48012,1.05568,-34.9054,1.99402,-1.9594
14.892,-0.03952,-0.47661,1.05598,-35.69092,1.81274,-2.2144
14.896,-0.03647,-0.48027,1.06224,-36.57715,1.7926,-2.4157
14.9,-0.03525,-0.49141,1.05675,-37.62451,1.65161,-2.52307
14.904,-0.03006,-0.45059,1.06697,-38.18848,1.51062,-2.37544
14.908,-0.02274,-0.44083,1.0675,-38.57117,1.3092,-2.2144
14.912,-0.01282,-0.47073,1.07651,-38.57117,0.7251,-2.13387
14.916,-0.00954,-0.43739,1.04652,-40.96802,0.34241,-1.5031
14.92,0.0016,-0.41,1.03424,-40.86731,0.4834,-0.80523
14.924,0.00473,-0.42198,1.05148,-40.2832,0.56396,-0.29525
14.928,0.01312,-0.42587,1.04797,-40.10193,0.42297,0.0671
14.932,0.01945,-0.43152,1.06468,-40.26306,-0.22156,0.48314
14.936,0.02899,-0.42305,1.0685,-40.84717,-0.84595,1.38232
14.94,0.03548,-0.42198,1.07742,-41.08887,-1.18835,1.9594
14.944,0.03708,-0.41924,1.08154,-41.02844,-1.14807,2.85858
14.948,0.04898,-0.41969,1.0984,-40.92773,-1.08765,3.85171
14.952,0.05951,-0.4435,1.12549,-41.27014,-1.34949,4.77773
14.956,0.056,-0.4528,1.12572,-42.19666,-1.89331,5.5427
14.96,0.05692,-0.45135,1.11984,-43.06274,-1.99402,6.40162
14.964,0.04646,-0.47058,1.11313,-44.08997,-1.99402,7.19343
14.968,0.037,-0.46028,1.09741,-45.23804,-1.34949,7.58263
14.972,0.03601,-0.46303,1.09985,-45.33875,-0.78552,8.24023
14.976,0.047,-0.44983,1.11847,-46.12427,-0.68481,8.69653
14.98,0.04456,-0.46082,1.12457,-47.31262,-0.86609,9.13941
14.984,0.04715,-0.42946,1.11084,-48.98438,-1.12793,9.68966
14.988,0.05142,-0.43388,1.11084,-49.18579,-1.36963,10.50831
14.992,0.04356,-0.44548,1.09314,-50.31372,-1.24878,10.91093
14.996,0.03265,-0.43068,1.04462,-51.34094,-0.86609,11.11224
15,0.01953,-0.4335,1.01875,-51.11938,-0.2417,11.44775
15.4,0.00542,-0.44258,1.00494,-51.0791,0.12085,11.66248
15.8,-0.00641,-0.43793,0.98106,-51.3208,0.34241,11.55512
15.12,-0.01915,-0.4332,0.96008,-50.91797,0.66467,11.42091
15.16,-0.02724,-0.4319,0.95207,-50.39429,0.80566,10.96461
15.2,-0.03372,-0.43236,0.95497,-49.44763,0.52368,10.57541
15.24,-0.03975,-0.43465,0.96329,-48.66211,0.40283,10.26674
15.28,-0.04547,-0.43411,0.97298,-48.3197,0.20142,9.89097
15.32,-0.05165,-0.43777,0.98381,-48.23914,0.10071,9.64939
15.36,-0.05348,-0.43571,0.98831,-48.5614,0.08057,9.28704
15.4,-0.05669,-0.42931,0.99106,-48.60168,-0.04028,8.89784
15.44,-0.05615,-0.42175,0.99907,-48.8031,-0.02014,8.75022
15.48,-0.05829,-0.42168,1.01234,-48.96423,-0.08057,8.68311
15.52,-0.05714,-0.42603,1.01852,-49.66919,-0.38269,8.07919
15.56,-0.05707,-0.41412,1.00967,-50.41443,-0.60425,7.71683
15.6,-0.0589,-0.43762,1.01509,-50.27344,-0.84595,7.38132
15.64,-0.05447,-0.41565,1.00266,-51.24023,-0.80566,6.87134
15.68,-0.05898,-0.4319,0.9874,-51.48193,-0.52368,6.0661
15.72,-0.05508,-0.41084,0.96703,-51.88477,-0.26184,5.46217
15.76,-0.05539,-0.41779,0.97038,-51.28052,-0.02014,4.88509
15.8,-0.04143,-0.41916,0.97214,-50.8374,0.18127,4.22748
15.84,-0.03181,-0.41443,0.96931,-50.55542,0.18127,3.51619
15.88,-0.03036,-0.41458,0.9771,-50.5957,0.12085,3.01963
15.92,-0.02449,-0.40001,0.91682,-51.44165,0.2417,2.45597
15.96,0.0016,-0.4129,0.97908,-49.24622,1.04736,2.2815
15.1,-0.00061,-0.37338,0.92171,-50.89783,1.02722,1.97282
15.104,0.00679,-0.41924,0.96077,-48.13843,1.04736,1.63731
15.108,-0.00374,-0.41054,0.9388,-48.35999,1.2085,1.38232
15.112,0.00496,-0.38635,0.9256,-47.71545,1.26892,1.06023
15.116,0.00801,-0.43556,0.93964,-46.10413,1.12793,0.92602
15.12,-0.01244,-0.38322,0.89188,-46.74866,1.02722,0.3892
15.124,-0.00099,-0.39345,0.89767,-44.45251,1.53076,0.0671
15.128,-0.02449,-0.41168,0.90302,-43.78784,1.51062,-0.41604
15.132,-0.02068,-0.37308,0.88585,-42.82104,1.89331,-0.76497
15.136,-0.01625,-0.40764,0.92499,-40.98816,1.49048,-0.89918
15.14,-0.03136,-0.40535,0.95062,-40.5249,0.7251,-1.51653
15.144,-0.04982,-0.42656,0.89172,-40.74646,0.80566,-1.85204
15.148,-0.07095,-0.34393,0.82756,-40.96802,1.85303,-2.22782
15.152,-0.04539,-0.37239,0.92453,-36.43616,2.86011,-2.26808
15.156,-0.03365,-0.42999,0.98679,-35.04639,2.53784,-2.59017
15.16,-0.03708,-0.41611,0.97198,-36.9397,1.5509,-3.18068
15.164,-0.05104,-0.37468,0.92514,-37.98706,1.12793,-3.90539
15.168,-0.04814,-0.38635,0.90889,-36.09375,1.40991,-4.28116
15.172,-0.04364,-0.37392,0.93231,-34.38171,1.85303,-4.45563
15.176,-0.06203,-0.39642,0.89058,-34.20044,1.83289,-4.89851
15.18,-0.05417,-0.44876,0.9008,-33.2135,1.87317,-5.27429
15.184,-0.05188,-0.35934,0.85526,-34.82483,2.17529,-6.14662
15.188,-0.03548,-0.3347,0.84999,-32.83081,3.0011,-6.37477
15.192,-0.04364,-0.3595,0.88737,-30.19226,3.22266,-6.49556
15.196,-0.01877,-0.36324,0.93102,-28.46008,3.08167,-6.41504
15.2,-0.00313,-0.39757,0.97359,-27.65442,2.07458,-6.53582
15.204,-0.00076,-0.37994,0.96802,-29.04419,1.10779,-6.72371
15.208,0.03487,-0.37125,0.97,-28.76221,1.10779,-6.57608
15.212,0.02724,-0.36888,0.97542,-28.80249,0.62439,-6.36135
15.216,0.01953,-0.39993,0.94604,-28.60107,0.74524,-5.86479
15.22,0.02838,-0.38475,0.91026,-29.24561,1.0675,-5.58296
