Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
31.32,0.01274,-0.22087,0.89226,2.21558,1.36963,-1.85204
31.324,0.00191,-0.21965,0.90172,3.16223,1.34949,-2.06677
31.328,-0.00076,-0.23521,0.90225,3.94775,1.36963,-2.02651
31.332,0.00587,-0.21393,0.8857,3.9679,1.22864,-1.70441
31.336,0.0013,-0.21774,0.90385,5.05554,1.12793,-1.7581
31.34,0.00038,-0.22736,0.91011,5.57922,1.24878,-1.85204
31.344,0.00404,-0.21828,0.8947,5.82092,1.38977,-1.66415
31.348,0.00679,-0.21141,0.89706,5.90149,1.2085,-1.63731
31.352,0.00717,-0.21622,0.91217,6.26404,1.08765,-1.79836
31.356,0.00778,-0.21355,0.91263,6.52588,1.12793,-1.73125
31.36,0.00824,-0.20653,0.90752,6.32446,0.7251,-1.71783
31.364,0.00893,-0.20096,0.90439,6.4856,0.66467,-1.55679
31.368,0.0087,-0.1976,0.89752,6.66687,0.56396,-1.70441
31.372,0.0074,-0.19058,0.8876,7.08984,0.54382,-1.83862
31.376,0.00648,-0.19058,0.88234,7.57324,0.78552,-1.97282
31.38,0.00435,-0.18578,0.88005,8.11707,0.66467,-2.01309
31.384,0.00092,-0.18677,0.88478,8.7616,0.60425,-1.91914
31.388,-0.00275,-0.18463,0.8918,8.96301,0.80566,-1.83862
31.392,-0.00793,-0.18478,0.89676,9.22485,0.84595,-1.78494
31.396,-0.01122,-0.18097,0.89775,9.74854,0.64453,-1.9594
31.4,-0.01228,-0.18127,0.90195,9.97009,0.60425,-2.2815
31.404,-0.01114,-0.18715,0.89615,10.23193,0.52368,-2.32176
31.408,-0.00992,-0.17532,0.88295,10.43335,0.46326,-2.2815
31.412,-0.00916,-0.17784,0.87822,10.95703,0.52368,-2.57675
31.416,-0.01083,-0.18417,0.87753,11.48071,0.50354,-2.69754
31.42,0.00473,-0.19936,0.84938,12.1051,0.52368,-2.46939
31.424,-0.00481,-0.14763,0.84518,12.46765,0.18127,-2.65727
31.428,-0.02205,-0.21652,0.90233,14.8645,0.30212,-2.71096
31.432,-0.02106,-0.17433,0.84862,14.07898,0.68481,-2.89884
31.436,-0.01671,-0.18196,0.85663,15.00549,0.44312,-3.08673
31.44,-0.01167,-0.1992,0.87921,16.15356,0.46326,-3.07331
31.444,-0.01144,-0.17769,0.88692,16.67725,0.26184,-3.15384
31.448,-0.00916,-0.19981,0.90149,17.10022,0.2417,-3.30146
31.452,0.00114,-0.18684,0.88409,16.61682,0.26184,-3.12699
31.456,0.00587,-0.17159,0.88593,16.81824,0.40283,-3.1941
31.46,-0.0016,-0.1815,0.90179,17.90588,0.34241,-3.27462
31.464,8.00E-05,-0.18379,0.89508,17.60376,0.50354,-3.22094
31.468,0.0042,-0.16876,0.88432,17.26135,0.34241,-3.22094
31.472,0.00404,-0.16846,0.895,18.20801,0.18127,-3.15384
31.476,0,-0.16685,0.89836,18.81226,0.18127,-2.85858
31.48,0.00023,-0.16861,0.89798,19.27551,0.2417,-2.60359
31.484,0.0061,-0.16457,0.89035,19.5575,0.22156,-2.64385
31.488,0.00549,-0.1561,0.8918,19.71863,-0.10071,-3.01963
31.492,0.00397,-0.16533,0.90103,20.82642,-0.28198,-3.14041
31.496,0.0071,-0.16327,0.89684,20.90698,-0.26184,-2.89884
31.5,0.02769,-0.18593,0.87059,20.88684,-0.42297,-2.63043
31.504,0.00473,-0.10025,0.86121,21.24939,-0.94666,-2.59017
31.508,-0.02007,-0.18845,0.96031,24.39148,-0.9668,-2.67069
31.512,0.00366,-0.20409,0.91599,22.33704,-0.32227,-2.45597
31.516,-0.00183,-0.12642,0.88295,22.19604,-0.40283,-2.56333
31.52,-0.00359,-0.21553,0.9436,24.9353,-0.34241,-2.40228
31.524,-0.00542,-0.17357,0.92087,23.36426,-0.06042,-2.45597
31.528,-0.00504,-0.19997,0.91637,24.39148,-0.04028,-2.40228
31.532,0.00389,-0.17899,0.90813,23.88794,0.18127,-2.01309
31.536,0.00252,-0.19081,0.91705,24.9353,-0.06042,-2.44254
31.54,-0.00122,-0.18501,0.90721,25.39856,0,-2.33518
31.544,0.00755,-0.18547,0.90431,25.70068,-0.14099,-2.18755
31.548,0.01152,-0.17998,0.9008,26.1438,0,-2.2815
31.552,0.00999,-0.17021,0.90111,27.1106,0,-2.26808
31.556,0.00664,-0.1709,0.90675,28.1781,-0.14099,-2.09361
31.56,0.00938,-0.17143,0.91248,28.25867,-0.06042,-2.20097
31.564,0.01381,-0.16563,0.90607,28.52051,-0.18127,-2.57675
31.568,0.01167,-0.16129,0.89905,29.08447,-0.30212,-2.65727
31.572,0.01373,-0.16449,0.8989,29.52759,-0.28198,-2.57675
31.576,0.01289,-0.16182,0.89973,29.74915,-0.60425,-2.59017
31.58,0.01259,-0.16472,0.9037,30.47424,-0.7251,-2.53649
31.584,0.01343,-0.16663,0.90485,31.25977,-0.4834,-2.56333
31.588,0.01305,-0.16563,0.91309,31.78345,-0.32227,-2.67069
31.592,0.01221,-0.17052,0.92232,32.08557,-0.12085,-2.50965
31.596,0.01396,-0.17189,0.92278,32.34741,-0.08057,-2.40228
31.6,0.01534,-0.17075,0.92621,32.7301,-0.36255,-2.3486
31.604,0.01854,-0.17242,0.93399,32.95166,-0.40283,-2.01309
31.608,0.02243,-0.17204,0.94566,32.9718,-0.74524,-1.62389
31.612,0.01991,-0.17273,0.95215,33.05237,-1.08765,-1.40916
31.616,0.02434,-0.1683,0.94963,33.03223,-1.00708,-1.01996
31.62,0.02647,-0.16609,0.9462,33.17322,-1.04736,-0.81866
31.624,0.02655,-0.16251,0.94269,33.13293,-1.2085,-0.42946
31.628,0.02693,-0.16075,0.94353,33.23364,-1.10779,0.08052
31.632,0.02571,-0.16052,0.94566,33.43506,-1.10779,0.72471
31.636,0.0238,-0.15877,0.94955,33.97888,-1.16821,1.07365
31.64,0.02472,-0.16052,0.9491,34.07959,-0.98694,1.59705
31.644,0.02541,-0.15572,0.9462,34.38171,-1.16821,1.93256
31.648,0.02594,-0.15457,0.94589,34.72412,-1.0675,2.16071
31.652,0.02396,-0.15205,0.94574,35.0061,-0.94666,2.63043
31.656,0.02258,-0.15015,0.94933,35.0061,-1.12793,2.95253
31.66,0.02251,-0.15244,0.94879,35.26794,-1.22864,3.1941
31.664,0.02502,-0.14702,0.94482,35.34851,-1.14807,3.54303
31.668,0.02319,-0.14526,0.94597,35.65063,-0.88623,3.70408
31.672,0.02136,-0.14977,0.95329,35.85205,-1.10779,3.93223
31.676,0.02296,-0.14992,0.95528,35.83191,-1.12793,4.21406
31.68,0.02113,-0.14793,0.96504,36.23474,-1.04736,4.49589
31.684,0.0206,-0.15244,0.97282,36.41602,-1.14807,4.41537
31.688,0.01999,-0.15114,0.98061,36.31531,-1.26892,4.60326
31.692,0.01976,-0.14992,0.98251,36.35559,-1.2085,4.71062
31.696,0.02113,-0.1474,0.98724,36.2146,-1.10779,4.77773
31.7,0.02007,-0.14969,0.98999,36.27502,-1.2085,4.99245
31.704,0.01945,-0.14809,0.98892,36.43616,-1.28906,5.40849
31.708,0.01846,-0.14435,0.98663,36.35559,-1.61133,5.48902
31.712,0.01816,-0.14748,0.98663,36.33545,-1.57104,5.87821
31.716,0.01762,-0.14511,0.98083,36.07361,-1.3092,5.97216
31.72,0.01678,-0.14244,0.98068,36.43616,-1.51062,6.18689
31.724,0.01923,-0.14313,0.9877,36.698,-1.85303,6.16004
31.728,0.02136,-0.14084,0.99274,36.79871,-2.11487,6.28083
31.732,0.01945,-0.13992,0.99541,36.71814,-2.13501,6.38819
31.736,0.01923,-0.12566,0.99098,36.63757,-1.91345,6.56266
31.74,0.02235,-0.1255,1.00746,37.04041,-1.99402,6.36135
31.744,0.02213,-0.131,1.01189,36.95984,-2.35657,6.41504
31.748,0.02258,-0.11337,1.00655,36.81885,-2.25586,6.5224
31.752,0.02197,-0.1165,1.01318,36.95984,-2.25586,6.33451
31.756,0.02075,-0.11841,1.0141,36.77856,-2.45728,6.29425
31.76,0.01968,-0.10994,1.00594,36.63757,-2.35657,6.25399
31.764,0.02052,-0.10735,1.008,37.12097,-2.31628,6.24057
31.768,0.02357,-0.11421,1.01006,37.44324,-2.21558,6.22715
31.772,0.02457,-0.10719,1.0067,37.62451,-1.75232,5.89163
31.776,0.02029,-0.10635,1.01013,38.22876,-1.5509,5.65006
31.78,0.01999,-0.10742,1.01051,38.71216,-1.4502,5.55612
31.784,0.02113,-0.10544,1.00883,38.95386,-1.28906,5.26087
31.788,0.02151,-0.10353,1.00998,39.39697,-1.2085,4.97903
31.792,0.02251,-0.10689,1.01646,40.0415,-1.26892,4.40195
31.796,0.02304,-0.11147,1.0218,40.10193,-1.0675,4.30801
31.8,0.02457,-0.1133,1.02417,40.08179,-0.88623,4.29458
31.804,0.02357,-0.11871,1.02898,40.12207,-0.60425,4.09328
31.808,0.02068,-0.12062,1.02707,40.12207,-0.42297,4.02617
31.812,0.02586,-0.11047,1.02585,40.06165,-0.08057,4.06643
31.816,0.03326,-0.11848,1.04469,40.54504,-0.18127,3.7175
31.82,0.02975,-0.12802,1.05087,40.58533,-0.2417,3.6504
31.824,0.02487,-0.12421,1.03851,40.06165,-0.42297,3.56987
31.828,0.02594,-0.11803,1.02562,40.10193,-0.54382,3.44909
31.832,0.02914,-0.11864,1.02837,40.5249,-0.74524,3.20752
31.836,0.02686,-0.13298,1.02776,40.96802,-0.68481,3.16726
31.84,0.02335,-0.12169,1.01822,41.08887,-1.02722,3.10015
31.844,0.02327,-0.12474,1.02173,41.67297,-1.18835,2.95253
31.848,0.0219,-0.12543,1.03317,42.05566,-1.18835,2.95253
31.852,0.01732,-0.12917,1.02051,42.15637,-1.24878,2.84516
31.856,0.0293,-0.09651,1.01791,42.74048,-0.98694,2.67069
31.86,0.01915,-0.14481,1.04591,44.31152,-1.0675,2.64385
31.864,0.01869,-0.1297,1.04095,44.06982,-1.34949,2.54991
31.868,0.02541,-0.12741,1.06392,44.55322,-1.63147,2.64385
31.872,0.00671,-0.15747,1.05148,44.41223,-1.71204,2.40228
31.876,-0.00137,-0.11826,1.01372,44.08997,-1.28906,2.03993
31.88,0.00221,-0.13542,1.03264,46.02356,-0.86609,1.74467
31.884,-0.00031,-0.14191,1.0511,46.48682,-0.82581,1.12733
31.888,0.00931,-0.13054,1.05362,46.5271,-0.9668,1.03338
31.892,0.01778,-0.14336,1.05942,46.84937,-1.26892,0.67103
31.896,0.01617,-0.13138,1.05652,47.05078,-1.32935,0.48314
31.9,0.019,-0.12825,1.06216,47.87659,-1.22864,0.40262
31.904,0.02792,-0.13565,1.06949,48.33984,-0.92651,0.46972
31.908,0.03174,-0.12764,1.05812,48.42041,-0.66467,0.53682
31.912,0.02762,-0.12589,1.04919,48.8031,-0.90637,0.44288
31.916,0.02808,-0.1268,1.04111,49.42749,-0.78552,0.67103
31.92,0.03014,-0.12344,1.02821,49.95117,-0.70496,0.48314
31.924,0.02304,-0.12573,1.02364,50.97839,-0.98694,0.60393
31.928,0.01724,-0.12924,1.02379,52.16675,-1.10779,0.81866
31.932,0.01266,-0.1355,1.01166,52.95227,-0.64453,0.68445
31.936,0.01358,-0.10605,0.99327,53.69751,-0.2417,0.59051
31.94,0.02441,-0.11581,1.0218,55.61096,0.14099,0.57708
31.944,0.03372,-0.12253,1.05164,56.8396,0.46326,0.46972
31.948,0.0383,-0.1297,1.06697,57.62512,0.30212,0.48314
31.952,0.02945,-0.13847,1.08711,58.28979,-0.16113,0.8455
31.956,0.02167,-0.15091,1.08788,58.51135,-0.52368,0.5234
31.96,0.0309,-0.12093,1.09032,58.35022,-0.36255,0.36236
31.964,0.03105,-0.14778,1.11435,59.05518,-0.62439,0.26841
31.968,0.0193,-0.13557,1.09718,58.1488,-0.58411,0.14763
31.972,0.02068,-0.12711,1.07368,57.98767,-0.16113,0
31.976,0.03181,-0.12093,1.08154,58.71277,-0.04028,0.04026
31.98,0.03464,-0.13046,1.09612,59.43787,0.12085,-0.10736
31.984,0.03792,-0.12032,1.10146,59.599,0.26184,-0.33551
31.988,0.0396,-0.13107,1.12152,60.14282,0.18127,-0.16105
31.992,0.04997,-0.13191,1.1454,60.16296,0.18127,-0.13421
31.996,0.0499,-0.14786,1.15364,59.8407,-0.10071,-0.13421
32,0.04265,-0.14008,1.12221,58.81348,-0.10071,-0.09394
32.4,0.03036,-0.1268,1.09077,58.49121,0.38269,-0.21473
32.8,0.01945,-0.13092,1.08566,59.51843,1.00708,-0.26841
32.12,0.02014,-0.13214,1.10146,59.73999,1.3092,-0.44288
32.16,0.02579,-0.14809,1.12595,60.16296,1.00708,-0.71129
32.2,0.02113,-0.13138,1.13846,59.76013,0.42297,-1.08707
32.24,0.00351,-0.1651,1.12488,59.65942,0.22156,-1.15417
32.28,0.00076,-0.0811,1.08223,57.70569,0.88623,-1.26153
32.32,0.01381,-0.10262,1.09909,58.93433,1.53076,-0.83208
32.36,0.02289,-0.09453,1.10237,58.75305,2.15515,-0.44288
32.4,0.01808,-0.09644,1.10336,58.85376,2.5177,-0.08052
32.44,0.00214,-0.11223,1.10146,59.599,3.06152,-0.05368
32.48,0.00282,-0.12611,1.10184,59.88098,3.26294,0
32.52,0.01183,-0.13588,1.10817,60.54565,2.73926,0.02684
32.56,-0.01129,-0.14755,1.10924,60.62622,2.01416,-0.48314
32.6,-0.00717,-0.11299,1.09901,60.74707,1.91345,-0.85892
32.64,0.00626,-0.11818,1.12061,61.19019,1.7926,-1.14075
32.68,-0.00053,-0.12245,1.12381,60.86792,1.36963,-1.34206
32.72,-0.00427,-0.10315,1.10161,60.60608,1.51062,-1.55679
32.76,0.00443,-0.09972,1.10435,60.98877,1.71204,-1.67757
32.8,0.01686,-0.09468,1.12411,61.27075,1.59119,-1.86546
32.84,0.0293,-0.09621,1.15341,62.17712,1.04736,-2.02651
32.88,0.03471,-0.11887,1.16737,62.27783,0.2417,-2.09361
32.92,0.01907,-0.11734,1.11488,60.96863,-0.04028,-2.50965
32.96,0.00267,-0.09636,1.07231,60.88806,0.36255,-2.88542
32.1,-0.01472,-0.09308,1.06361,62.19727,1.10779,-3.07331
32.104,-0.01495,-0.09315,1.07048,63.24463,1.77246,-3.38199
32.108,-0.01198,-0.06989,1.11275,64.11072,2.11487,-3.56987
32.112,-0.00641,-0.10292,1.18179,65.46021,1.87317,-3.77118
32.116,0.01945,-0.10902,1.20369,64.71497,1.36963,-4.09328
32.12,0.04837,-0.10635,1.18843,63.44604,0.44312,-4.30801
32.124,0.04295,-0.07088,1.194,62.8418,-0.4834,-4.36169
32.128,0.04143,-0.09529,1.20468,62.92236,-0.68481,-4.02617
32.132,0.04745,-0.08247,1.16005,60.94849,-0.38269,-3.52961
32.136,0.047,-0.03204,1.11443,60.0824,-0.06042,-2.91227
32.14,0.03082,-0.10155,1.11923,61.77429,0.12085,-2.40228
32.144,0.00259,-0.06004,1.08765,60.72693,0.82581,-2.17413
32.148,-0.01396,-0.09094,1.08612,61.49231,0.70496,-2.16071
32.152,-0.01694,-0.0869,1.1293,62.64038,0.76538,-2.24124
32.156,-0.06332,-0.16594,1.1013,62.31812,0.40283,-2.91227
32.16,-0.06195,-0.00351,1.03455,59.51843,1.75232,-3.51619
32.164,-0.03395,-0.07294,1.11458,62.47925,2.77954,-3.44909
32.168,-0.00526,-0.09537,1.1721,62.43896,3.08167,-3.70408
32.172,-0.00381,-0.10437,1.18889,61.53259,2.15515,-3.95907
32.176,-0.01732,-0.11719,1.18614,60.6665,1.69189,-4.25432
32.18,-0.01419,-0.11497,1.17233,59.53857,1.51062,-4.14696
32.184,0.01312,-0.12352,1.18546,59.45801,1.10779,-4.29458
32.188,0.00381,-0.14862,1.16585,58.71277,0.22156,-5.14008
32.192,0.00145,-0.08835,1.11115,56.90002,0.36255,-5.46217
32.196,0.00725,-0.12917,1.0952,57.34314,0.68481,-5.28771
32.2,0.01183,-0.07339,1.09093,56.53748,0.94666,-5.38165
32.204,-0.00175,-0.10513,1.0923,57.44385,1.38977,-5.42191
32.208,0.00168,-0.09384,1.1013,57.46399,1.81274,-5.46217
32.212,0.03029,-0.09583,1.15929,57.62512,1.38977,-5.74401
32.216,0.04105,-0.1313,1.21323,57.92725,0.18127,-6.09294
32.22,0.03464,-0.1255,1.21605,55.3894,-0.76538,-6.40162
32.224,0.02083,-0.15572,1.14746,53.23425,-0.92651,-6.32109
32.228,-0.00977,-0.13443,1.07552,51.66321,-0.20142,-6.5224
32.232,-0.01968,-0.09468,1.06049,51.64307,0.46326,-7.00554
32.236,-0.0116,-0.10689,1.0759,52.38831,1.40991,-7.01896
32.24,-0.0071,-0.11642,1.11176,52.26746,1.63147,-7.20685
32.244,0.01923,-0.11856,1.15776,52.30774,0.74524,-7.44842
32.248,0.02876,-0.15198,1.19743,51.60278,-0.36255,-7.85104
32.252,0.02838,-0.14328,1.17172,49.64905,-0.92651,-7.74367
32.256,0.05486,-0.11955,1.1808,48.86353,-0.70496,-7.81078
32.26,0.03838,-0.15793,1.17088,48.13843,-0.50354,-7.55578
32.264,0.02167,-0.11063,1.09947,46.14441,0.68481,-7.0458
32.268,0.03189,-0.11398,1.08322,46.38611,1.36963,-6.5224
32.272,0.00229,-0.15396,1.07407,46.92993,1.40991,-6.46872
32.276,-0.00862,-0.12199,1.04637,46.70837,1.34949,-6.32109
32.28,0.00175,-0.14771,1.08597,48.21899,1.12793,-6.38819
32.284,-0.01076,-0.1622,1.10992,48.23914,0.78552,-6.95186
32.288,-0.01068,-0.1355,1.12587,48.25928,0.94666,-7.51552
32.292,-0.00038,-0.15312,1.166,48.68225,1.08765,-7.5021
32.296,-0.00076,-0.14847,1.15944,46.54724,1.02722,-7.70341
32.3,0.00992,-0.11879,1.13785,45.19775,1.04736,-7.94498
32.304,0.02045,-0.1149,1.13434,44.77478,0.68481,-8.09261
32.308,0.02434,-0.11116,1.12206,43.98926,0.26184,-7.93156
32.312,0.03189,-0.09796,1.10985,43.32458,0.12085,-8.10603
32.316,0.02701,-0.10635,1.10794,43.12317,0.40283,-7.97182
32.32,0.01755,-0.10117,1.10397,42.49878,0.82581,-7.56921
32.324,0.01678,-0.1049,1.11359,42.13623,1.0675,-7.27395
32.328,0.00938,-0.11673,1.12228,41.14929,1.26892,-7.31421
32.332,0.00732,-0.10857,1.12534,39.96094,1.59119,-7.39474
32.336,0.01427,-0.1181,1.13876,39.09485,1.75232,-7.5021
32.34,0.01747,-0.12695,1.13861,37.74536,1.61133,-7.42158
32.344,0.02296,-0.11925,1.12823,36.77856,1.26892,-7.60947
32.348,0.02785,-0.1236,1.12549,36.19446,0.88623,-7.47526
32.352,0.02678,-0.12527,1.12137,35.36865,0.76538,-7.12633
32.356,0.02846,-0.12459,1.11656,34.72412,0.92651,-6.87134
32.36,0.02579,-0.13229,1.11008,33.85803,1.34949,-6.84449
32.364,0.00824,-0.10109,1.11656,32.87109,1.43005,-6.46872
32.368,0.00481,-0.16075,1.13121,33.2135,1.77246,-6.32109
32.372,0.01877,-0.12268,1.09734,30.91736,2.19543,-6.20031
32.376,0.01015,-0.11215,1.09642,30.65552,2.29614,-6.1332
32.38,0.00618,-0.14404,1.11031,30.53467,2.09473,-6.18689
32.384,0.01038,-0.12917,1.08421,29.00391,2.07458,-5.98558
32.388,0.01175,-0.12657,1.07887,28.25867,2.276,-5.89163
32.392,0.019,-0.13542,1.08963,28.05725,2.17529,-5.78427
32.396,0.01602,-0.13901,1.09077,27.47314,1.97388,-5.6098
32.4,0.01472,-0.13481,1.08566,26.50635,1.7926,-5.55612
32.404,0.01465,-0.14114,1.08124,25.92224,1.71204,-5.31455
32.408,0.00923,-0.1403,1.07292,25.37842,1.61133,-4.93877
32.412,0.00633,-0.13748,1.06628,24.67346,1.91345,-4.58984
32.416,0.00885,-0.14648,1.05858,24.27063,1.93359,-4.41537
32.42,0.01854,-0.14671,1.04355,23.64624,1.87317,-4.30801
32.424,0.01839,-0.13603,1.04256,23.08228,1.69189,-4.34827
32.428,0.01526,-0.14389,1.05621,22.80029,1.67175,-4.20064
32.432,0.01572,-0.14183,1.06339,21.81335,1.95374,-3.7846
32.436,0.01106,-0.14153,1.07101,20.84656,2.23572,-3.63698
32.44,0.00816,-0.14153,1.07483,20.08118,2.47742,-3.67724
32.444,0.01556,-0.14397,1.06377,19.0741,2.47742,-3.43567
32.448,0.01663,-0.12383,1.02676,17.58362,2.41699,-3.58329
32.452,0.00977,-0.13908,1.03348,17.70447,1.95374,-3.36856
32.456,0.01289,-0.13702,1.04462,17.40234,1.7926,-3.36856
32.46,0.02411,-0.14626,1.02814,16.97937,1.95374,-3.15384
32.464,0.0383,-0.13618,1.01753,16.41541,1.77246,-2.79148
32.468,0.03494,-0.14862,1.03394,16.41541,1.5509,-2.52307
32.472,0.03235,-0.15564,1.04668,16.03271,1.87317,-2.38886
32.476,0.03731,-0.1564,1.04706,15.69031,2.11487,-1.69099
32.48,0.03334,-0.15015,1.05675,14.98535,2.23572,-1.52995
32.484,0.02441,-0.15373,1.06277,14.64294,2.33643,-1.34206
32.488,0.01862,-0.15305,1.05675,13.93799,2.41699,-0.93944
32.492,0.01358,-0.1503,1.04935,13.21289,2.5177,-0.75155
32.496,0.01099,-0.15236,1.04614,12.81006,2.53784,-0.71129
32.5,0.00107,-0.15388,1.04294,12.20581,2.45728,-0.85892
32.504,0.00092,-0.15663,1.04012,11.54114,2.49756,-0.73813
32.508,0.00847,-0.16327,1.03531,10.67505,2.69897,-0.56366
32.512,0.01221,-0.1577,1.02425,9.86938,2.276,-0.30867
32.516,0.0174,-0.15556,1.01784,9.14429,2.01416,-0.22815
32.52,0.02686,-0.15488,1.01883,8.56018,1.5509,0.42946
32.524,0.0312,-0.15266,1.0228,7.83508,1.47034,1.12733
32.528,0.03151,-0.15068,1.03279,7.08984,1.51062,1.74467
32.532,0.03098,-0.15121,1.04134,6.44531,1.43005,2.26808
32.536,0.02945,-0.14915,1.04172,5.37781,1.69189,2.8049
32.54,0.02525,-0.14862,1.03882,4.0686,1.73218,2.89884
32.544,0.02129,-0.14557,1.03394,2.90039,1.63147,3.04647
32.548,0.0193,-0.1458,1.02989,1.93359,1.47034,3.52961
32.552,0.01846,-0.1516,1.02554,1.38977,1.43005,3.83828
32.556,0.0161,-0.15465,1.01685,0.86609,1.08765,4.18722
32.56,0.01465,-0.16159,1.0128,0.28198,0.92651,4.33485
32.564,0.01862,-0.17082,1.01349,-0.26184,0.54382,4.45563
32.568,0.01976,-0.17853,1.01624,-0.70496,0.04028,4.77773
32.572,0.0206,-0.1825,1.01982,-1.32935,0.12085,5.18034
32.576,0.02167,-0.18837,1.02043,-1.85303,0.28198,5.50244
32.58,0.02968,-0.20538,1.00716,-2.71912,0.08057,5.77085
32.584,0.04555,-0.18494,0.98404,-4.18945,-0.22156,6.20031
32.588,0.04318,-0.1754,0.93765,-5.47852,-0.94666,6.46872
32.592,0.01839,-0.14023,0.96001,-5.31738,-1.63147,6.24057
32.596,0.00053,-0.18753,0.99358,-4.49158,-1.89331,6.20031
32.6,0.01076,-0.17632,0.97443,-5.70007,-1.57104,6.14662
32.604,0.01289,-0.17899,0.98442,-5.70007,-1.43005,6.22715
32.608,0.00984,-0.20126,1.00128,-5.78064,-1.10779,6.03926
32.612,0.01457,-0.205,0.98969,-6.84814,-1.04736,5.85137
32.616,0.02419,-0.20485,0.97443,-7.83508,-0.98694,5.98558
32.62,0.03151,-0.20103,0.9687,-8.78174,-1.12793,6.17347
32.624,0.02739,-0.20256,0.96619,-9.12415,-1.51062,6.48214
32.628,0.02899,-0.19798,0.96031,-9.68811,-1.5509,6.68345
32.632,0.0354,-0.19104,0.95947,-10.15137,-1.59119,7.31421
32.636,0.03563,-0.20508,0.96321,-10.17151,-2.05444,7.56921
32.64,0.02525,-0.19897,0.96489,-10.39307,-1.87317,7.44842
32.644,0.01366,-0.19936,0.98877,-10.43335,-1.3092,7.48868
32.648,0.00343,-0.22003,1.01837,-10.87646,-0.84595,7.58263
32.652,-0.00313,-0.23048,1.01334,-12.44751,-0.70496,7.73025
32.656,0.00793,-0.22835,0.97466,-13.61572,-0.76538,7.42158
32.66,0.02411,-0.2195,0.94643,-14.32068,-1.3092,7.24711
32.664,0.02716,-0.22881,0.95184,-13.93799,-2.21558,7.35448
32.668,0.02113,-0.23529,0.95779,-13.85742,-2.79968,7.34106
32.672,0.01183,-0.23048,0.96207,-13.91785,-2.39685,7.5021
32.676,-0.00069,-0.233,0.9819,-13.99841,-1.85303,7.74367
32.68,-0.01297,-0.23758,0.99701,-14.78394,-1.0675,7.91814
32.684,-0.02106,-0.23567,0.99617,-15.8313,-0.88623,7.8913
32.688,-0.02449,-0.23636,0.98328,-16.75781,-1.10779,7.28737
32.692,-0.01595,-0.23064,0.97397,-18.02673,-1.32935,6.93844
32.696,-0.01038,-0.23079,0.95596,-18.79211,-1.7926,6.37477
32.7,-0.0029,-0.22316,0.93437,-19.39636,-1.95374,5.93189
32.704,0.01022,-0.22011,0.91309,-19.57764,-2.15515,5.74401
32.708,0.0193,-0.22316,0.90057,-19.47693,-1.97388,5.74401
32.712,0.02815,-0.21469,0.90012,-19.45679,-2.05444,6.01242
32.716,0.03387,-0.23087,0.90706,-18.91296,-1.85303,5.77085
32.72,0.03578,-0.23209,0.91347,-18.93311,-1.53076,5.78427
32.724,0.03883,-0.242,0.91667,-19.27551,-1.75232,6.01242
32.728,0.03906,-0.24071,0.92346,-19.23523,-1.61133,6.33451
32.732,0.03571,-0.24948,0.93636,-19.19495,-1.49048,6.29425
32.736,0.02747,-0.25322,0.94276,-19.69849,-1.47034,6.33451
32.74,0.01923,-0.24437,0.95131,-20.30273,-1.04736,6.36135
32.744,0.01732,-0.25597,0.97054,-20.30273,-0.86609,6.37477
32.748,0.01854,-0.25787,0.97702,-21.32996,-0.98694,6.4553
32.752,0.02045,-0.24574,0.97252,-22.4176,-1.02722,6.37477
32.756,0.01953,-0.25352,0.97351,-23.06213,-1.49048,6.32109
32.76,0.01671,-0.23903,0.95932,-24.14978,-1.38977,6.07952
32.764,0.00984,-0.24185,0.95474,-24.37134,-1.22864,6.0661
32.768,0.00328,-0.22949,0.93742,-25.31799,-1.0675,5.97216
32.772,-0.00076,-0.24506,0.93742,-25.09644,-0.60425,5.77085
32.776,-0.0045,-0.22812,0.91255,-26.04309,-0.42297,5.87821
32.78,-0.00237,-0.23521,0.91179,-25.78125,-0.7251,5.59638
32.784,8.00E-05,-0.24498,0.905,-25.72083,-0.60425,5.28771
32.788,0.0016,-0.2372,0.90347,-25.82153,-0.62439,5.34139
32.792,0.00496,-0.25421,0.91217,-25.59998,-0.82581,5.09982
32.796,0.01335,-0.25223,0.92155,-25.74097,-1.02722,4.80457
32.8,0.01373,-0.26352,0.9185,-25.94238,-1.08765,4.40195
32.804,0.02502,-0.25108,0.92659,-26.22437,-1.00708,4.58984
32.808,0.02548,-0.2755,0.93933,-26.20422,-1.3092,4.87167
32.812,0.0267,-0.26161,0.93681,-27.31201,-1.5509,5.04614
32.816,0.03181,-0.26688,0.9436,-27.73499,-1.47034,5.18034
32.82,0.03296,-0.26611,0.95039,-28.09753,-1.67175,5.39507
32.824,0.03448,-0.26833,0.95268,-28.39966,-1.93359,5.56954
32.828,0.0354,-0.26154,0.95604,-29.04419,-1.93359,5.74401
32.832,0.02907,-0.2726,0.96664,-29.42688,-2.0343,5.55612
32.836,0.02716,-0.26192,0.96474,-30.11169,-2.07458,5.71717
32.84,0.02357,-0.26367,0.97137,-30.59509,-2.07458,5.75743
32.844,0.02327,-0.25787,0.97183,-31.72302,-1.99402,5.87821
32.848,0.0238,-0.25566,0.97275,-32.30713,-2.13501,5.90505
32.852,0.02174,-0.25803,0.96992,-32.89124,-2.33643,5.87821
