time,mag,fwd,gyro,hasGyro
30.44395,0.9849342,-0.2590952,18.92202,True
30.46399,1.041636,-0.2691715,19.41411,True
30.48404,0.9943164,-0.2633905,19.75476,True
30.50408,0.9559814,-0.2600314,20.17614,True
30.52412,1.001229,-0.2798964,20.46986,True
30.54417,0.9974506,-0.2735995,20.81597,True
30.56421,0.9974506,-0.2738359,21.1418,True
30.58426,0.9777836,-0.266735,21.23916,True
30.6043,0.9893008,-0.27587,21.43726,True
30.62429,0.9758415,-0.2925952,21.56821,True
30.64428,0.9533373,-0.3012944,21.61793,True
30.66428,0.9796892,-0.3216088,21.66515,True
30.68427,0.9796892,-0.3170965,21.59664,True
30.70426,0.9923453,-0.3398285,21.54784,True
30.72425,0.9847758,-0.3380806,21.44291,True
30.74425,0.946088,-0.3135502,21.28019,True
30.76424,0.919,-0.296928,21.11678,True
30.78424,0.9409201,-0.300332,20.96907,True
30.80423,0.9409201,-0.2891178,20.7421,True
30.82423,0.9203426,-0.2986139,20.55905,True
30.84422,0.8760997,-0.2923432,20.29391,True
30.86422,0.8768852,-0.279388,19.9485,True
30.88421,0.896444,-0.2587378,19.67014,True
30.90421,0.9032087,-0.2434587,19.45663,True
30.9242,0.9032087,-0.2352719,19.14747,True
30.9442,0.9100464,-0.2169347,18.98264,True
30.96419,0.9283286,-0.2155145,18.35918,True
30.98419,0.9635349,-0.1990001,17.8815,True
31.00418,0.9987368,-0.17883,17.40044,True
31.02418,0.9320247,-0.1368699,16.95448,True
31.04417,0.9320247,-0.1266432,16.30652,True
31.06417,0.9274458,-0.1100644,16.11492,True
31.08416,1.007645,-0.1043131,14.9191,True
31.10416,1.003498,-0.1061722,14.52379,True
31.12415,0.9650297,-0.1138063,13.62735,True
31.14415,0.9816153,-0.1252204,13.01317,True
31.16414,1.042858,-0.1357187,11.73646,True
31.18414,1.042858,-0.1202549,10.85866,True
31.20413,1.048495,-0.1334302,10.18854,True
31.22413,1.039253,-0.158777,9.287146,True
31.24412,1.008981,-0.1891001,12.96596,False
31.26412,1.00477,-0.2277722,7.615297,True
31.28411,1.075729,-0.2613503,7.099196,True
31.30411,1.075729,-0.2478938,5.745462,True
31.3241,1.073519,-0.2632363,4.337107,True
31.34409,1.05805,-0.2774048,3.183865,True
31.36409,1.085427,-0.2823726,2.606015,True
31.38408,1.153128,-0.2690324,1.141402,True
31.40408,1.166195,-0.2294071,-0.03063278,True
31.42407,1.166195,-0.2260583,-0.8982443,True
31.44407,1.07292,-0.2171804,-2.117546,True
31.46406,1.146606,-0.1730784,-2.878499,True
31.48405,1.216545,-0.1143405,-3.720698,True
31.50405,1.164373,-0.1053217,-5.396065,True
31.52404,1.144952,-0.08363099,-6.514184,True
31.54404,1.144952,-0.0830532,-7.319916,True
31.56403,1.116205,-0.05555976,-8.137512,True
31.58403,1.129457,-0.01631559,-8.950817,True
31.60402,1.092761,0.0004982434,-10.21447,True
31.62402,1.139556,0.04410334,-11.26517,True
31.64401,1.235667,0.1029731,-12.05305,True
31.66401,1.235667,0.109705,-13.07354,True
31.684,1.266987,0.1412351,-14.30647,True
31.704,1.281193,0.1797713,-15.29294,True
31.72399,1.223952,0.1950108,-16.0202,True
31.74399,1.205931,0.2144046,-16.96587,True
31.76398,1.16165,0.2163477,-17.62622,True
31.78398,1.16165,0.2205054,-18.46446,True
31.80397,1.164984,0.2554657,-19.45666,True
31.82397,1.178438,0.2809283,-20.24064,True
31.84396,1.16499,0.282459,-20.61744,True
31.86396,1.095066,0.273298,-21.39702,True
31.88395,1.0651,0.2726018,-21.69438,True
31.90395,1.0651,0.2780307,-22.25886,True
31.92394,1.054179,0.2846644,-22.90475,True
31.94394,1.020101,0.284721,-23.25559,True
31.96393,1.016037,0.2934724,-23.69287,True
31.98392,1.003763,0.2963015,-24.0903,True
32.00392,0.9723033,0.2745209,-24.5405,True
32.02392,0.9645525,0.2687328,-24.77489,True
32.04391,0.9645525,0.2705696,-25.0085,True
32.06391,0.9104542,0.2563856,-25.16941,True
32.08391,0.9184645,0.2557226,-25.37698,True
32.1039,0.9068961,0.2644601,-25.62193,True
32.1239,0.9105974,0.2871409,-25.80567,True
32.1439,0.9258421,0.3205369,-25.87477,True
32.16389,0.9258421,0.3193829,-26.0316,True
32.18389,0.9049454,0.3328485,-26.08649,True
32.20389,0.9041227,0.3406437,-26.25189,True
32.22388,0.9257799,0.3421794,-26.3225,True
32.24388,0.8985199,0.3211975,-26.42284,True
32.26388,0.8713999,0.3052109,-26.48224,True
